Date,Activity,Activity type,Unit,Amount executed
2025-08-15,Anchorage,Railway,m2,4927.589186507156
2025-02-26,Pavement,Road,m2,2862.785521961014
2025-11-23,Laying steel rail,Railway,m,2258.8001898587418
2025-03-19,Foundation pouring,Building,m3,4491.039373670955
2025-06-22,Anchorage,Railway,m2,344.9950366901272
2025-04-12,Cement making,Building,m3,3292.457473360636
2025-03-03,Foundation pouring,Building,m3,4112.144517624146
2025-03-27,Foundation pouring,Building,m3,248.35039064802388
2025-05-06,Iron mining,Railway,m3,55.70381348962705
2025-12-05,Ballast,Railway,m3,1812.2879311299278
2025-06-07,Removing trees,Building,m2,4197.976439102014
2025-09-27,Iron mining,Railway,m3,4118.781676191991
2025-10-05,Subbase application,Road,m2,4329.93744178606
2025-07-24,Foundation pouring,Building,m3,2852.762603824048
2025-07-24,Pavement,Road,m2,4625.940987098453
2025-09-29,Subbase application,Road,m2,1582.2610531101377
2025-12-04,Pavement,Road,m2,2064.742730606891
2025-01-02,Pavement,Road,m2,4168.226440783331
2025-04-19,Foundation pouring,Building,m3,3823.639882053775
2025-08-07,Walling,Building,m2,2833.3826185569324
2025-07-06,Anchorage,Railway,m2,4325.869814365167
2025-06-03,Laying steel rail,Railway,m,2855.1978004732164
2025-03-12,Rolling/Tractor,Road,m2,3103.195393988617
2025-03-09,Subbase application,Road,m2,327.1181580485305
2025-12-09,Walling,Building,m2,1321.1849373761386
2025-09-12,Terrain leveling,Building,m3,2359.7047274951988
2025-04-21,Iron mining,Railway,m3,1236.2986166172673
2025-05-09,Laying steel rail,Railway,m,743.6510962922815
2025-01-23,Ballast,Railway,m3,90.62266057902445
2025-03-24,Ballast,Railway,m3,2916.117913912499
2025-01-25,Removing trees,Building,m2,877.9225409043984
2025-04-23,Subbase application,Road,m2,2928.575633659421
2025-01-20,Pavement,Road,m2,2956.467507368875
2025-04-12,Laying steel rail,Railway,m,3548.432191494152
2025-01-01,Rolling/Tractor,Road,m2,859.5421008304332
2025-12-27,Iron mining,Railway,m3,2100.05676457931
2025-11-28,Terrain leveling,Building,m3,630.3003480868791
2025-12-27,Removing trees,Building,m2,1797.1709110545391
2025-11-11,Iron mining,Railway,m3,2147.1209866841014
2025-01-26,Rolling/Tractor,Road,m2,4193.64922076354
2025-09-13,Cement making,Building,m3,3819.227725755563
2025-07-05,Cement making,Building,m3,2711.071704529361
2025-12-08,Cement making,Building,m3,2627.2841011977
2025-01-02,Anchorage,Railway,m2,2638.3224202747256
2025-03-19,Anchorage,Railway,m2,3214.054381255989
2025-02-15,Coat preparation,Road,L,1362.430551152899
2025-02-20,Pavement,Road,m2,1847.01302718051
2025-08-29,Iron mining,Railway,m3,3123.8422051590987
2025-07-06,Walling,Building,m2,4875.849789997117
2025-05-06,Laying steel rail,Railway,m,3208.463359890083
2025-07-22,Iron mining,Railway,m3,1387.8645828042108
2025-02-14,Coat preparation,Road,L,30.01181014158416
2025-03-04,Iron mining,Railway,m3,1264.894178380301
2025-05-28,Walling,Building,m2,4028.267637353752
2025-01-21,Cement making,Building,m3,4705.124826769084
2025-11-18,Pavement,Road,m2,1142.3737502078097
2025-10-02,Anchorage,Railway,m2,2477.282924658307
2025-04-16,Walling,Building,m2,915.9456134231186
2025-05-09,Pavement,Road,m2,2005.4775831087006
2025-04-12,Subbase application,Road,m2,76.82949041976306
2025-06-16,Subbase application,Road,m2,2669.504669897342
2025-06-15,Subbase application,Road,m2,2905.1746854132643
2025-12-21,Cement making,Building,m3,1073.67896719423
2025-10-29,Foundation pouring,Building,m3,3477.2310834565
2025-06-15,Subbase application,Road,m2,3160.099419072316
2025-04-24,Coat preparation,Road,L,4238.989858600937
2025-04-03,Removing trees,Building,m2,3889.3942906060197
2025-05-23,Subbase application,Road,m2,2535.354447886608
2025-10-01,Removing trees,Building,m2,1300.0386395993607
2025-02-23,Walling,Building,m2,80.76632043430342
2025-05-18,Ballast,Railway,m3,1399.7664835895346
2025-04-04,Pavement,Road,m2,711.7631589388068
2025-01-06,Iron mining,Railway,m3,2899.763722915367
2025-06-16,Cement making,Building,m3,3588.3706067957164
2025-04-14,Walling,Building,m2,4931.451238729032
2025-12-10,Iron mining,Railway,m3,1708.9233252261222
2025-12-07,Iron mining,Railway,m3,790.852792542469
2025-09-29,Removing trees,Building,m2,4743.172515696172
2025-11-25,Foundation pouring,Building,m3,2437.7669662503877
2025-03-06,Terrain leveling,Building,m3,3764.533807956923
2025-05-23,Iron mining,Railway,m3,2984.0783889587365
2025-07-07,Laying steel rail,Railway,m,139.08675701851615
2025-01-02,Laying steel rail,Railway,m,1082.2705637538238
2025-07-12,Ballast,Railway,m3,3193.3836570056837
2025-08-11,Foundation pouring,Building,m3,863.1567755014119
2025-10-03,Pavement,Road,m2,4094.042998370405
2025-07-28,Pavement,Road,m2,4559.486815480003
2025-06-15,Cement making,Building,m3,1810.1547194498191
2025-03-21,Terrain leveling,Building,m3,924.777662780934
2025-05-08,Coat preparation,Road,L,4947.253853851729
2025-04-25,Terrain leveling,Building,m3,4046.681752790192
2025-10-17,Removing trees,Building,m2,4413.4356785406
2025-12-12,Terrain leveling,Building,m3,2740.543500374376
2025-09-21,Cement making,Building,m3,1250.383177198876
2025-06-08,Foundation pouring,Building,m3,767.4826262124578
2025-07-16,Pavement,Road,m2,3902.815778460161
2025-05-30,Coat preparation,Road,L,1075.2366321228562
2025-10-17,Pavement,Road,m2,749.1877724701351
2025-07-28,Cement making,Building,m3,828.8151461297327
2025-06-28,Terrain leveling,Building,m3,2836.2809905299973
2025-01-22,Terrain leveling,Building,m3,1448.36928858031
2025-06-26,Pavement,Road,m2,584.4383895582322
2025-02-27,Laying steel rail,Railway,m,4267.03975248084
2025-07-12,Iron mining,Railway,m3,1314.2317254489355
2025-03-01,Walling,Building,m2,872.2648357706275
2025-03-19,Subbase application,Road,m2,16.895445394870535
2025-02-18,Pavement,Road,m2,107.33278298447723
2025-07-01,Coat preparation,Road,L,1999.2977220785563
2025-04-25,Coat preparation,Road,L,4039.9528946583146
2025-08-12,Ballast,Railway,m3,2200.847530792054
2025-05-21,Coat preparation,Road,L,2702.2747048147726
2025-03-31,Cement making,Building,m3,3847.7245648680696
2025-05-03,Coat preparation,Road,L,4869.95325047732
2025-01-29,Subbase application,Road,m2,4094.194150209798
2025-09-29,Removing trees,Building,m2,1671.268605774836
2025-02-09,Iron mining,Railway,m3,1738.458873112753
2025-06-13,Rolling/Tractor,Road,m2,4042.5624859051263
2025-02-03,Coat preparation,Road,L,3500.281559383166
2025-11-02,Removing trees,Building,m2,3411.8293072199226
2025-01-19,Laying steel rail,Railway,m,4640.159605405848
2025-08-31,Anchorage,Railway,m2,4983.54299701472
2025-03-30,Removing trees,Building,m2,4487.676351242024
2025-06-14,Walling,Building,m2,1396.9445433223905
2025-11-24,Coat preparation,Road,L,254.21604925641606
2025-04-06,Rolling/Tractor,Road,m2,3666.15863043187
2025-05-12,Foundation pouring,Building,m3,2028.789766239737
2025-06-25,Subbase application,Road,m2,309.62619814633774
2025-06-21,Removing trees,Building,m2,4213.454299545115
2025-05-01,Anchorage,Railway,m2,1611.2847211192388
2025-09-24,Iron mining,Railway,m3,3636.7400125612153
2025-11-13,Subbase application,Road,m2,496.4322156791867
2025-12-18,Coat preparation,Road,L,1901.5635937936497
2025-03-24,Pavement,Road,m2,1567.8626312464282
2025-05-16,Coat preparation,Road,L,62.068668368235876
2025-03-22,Anchorage,Railway,m2,4246.153937374364
2025-12-25,Cement making,Building,m3,787.3789196890407
2025-09-17,Iron mining,Railway,m3,1552.257996251516
2025-03-06,Pavement,Road,m2,3736.901934092992
2025-01-21,Laying steel rail,Railway,m,4018.028904364558
2025-05-13,Anchorage,Railway,m2,841.0044729671384
2025-06-19,Rolling/Tractor,Road,m2,215.1183705013099
2025-04-13,Iron mining,Railway,m3,2623.8748133320673
2025-01-01,Laying steel rail,Railway,m,4955.75104245464
2025-06-21,Iron mining,Railway,m3,115.36678563123625
2025-06-27,Terrain leveling,Building,m3,4888.118325576392
2025-04-12,Cement making,Building,m3,3440.6140654539668
2025-04-16,Subbase application,Road,m2,4829.21659941855
2025-01-09,Removing trees,Building,m2,1937.135564196003
2025-10-04,Anchorage,Railway,m2,3140.5168897546505
2025-10-27,Foundation pouring,Building,m3,1887.7991487366653
2025-03-29,Pavement,Road,m2,3945.356583331583
2025-03-02,Subbase application,Road,m2,4355.054309970788
2025-04-29,Laying steel rail,Railway,m,4246.741425358943
2025-12-05,Cement making,Building,m3,3509.8011316146726
2025-06-30,Cement making,Building,m3,562.5716867087882
2025-07-14,Terrain leveling,Building,m3,1541.571505539961
2025-08-13,Terrain leveling,Building,m3,3631.2526526952006
2025-08-21,Cement making,Building,m3,2161.6221942302145
2025-12-03,Cement making,Building,m3,3930.197590109444
2025-03-06,Pavement,Road,m2,735.2682409728611
2025-11-03,Iron mining,Railway,m3,1115.733074988402
2025-11-03,Subbase application,Road,m2,3744.3375505940753
2025-03-03,Coat preparation,Road,L,2255.0967318559765
2025-06-17,Ballast,Railway,m3,2046.9253892932904
2025-07-20,Cement making,Building,m3,2646.179635844743
2025-12-25,Iron mining,Railway,m3,903.4676330078689
2025-11-27,Pavement,Road,m2,1671.8808653374383
2025-11-12,Walling,Building,m2,2031.1797361761076
2025-08-14,Removing trees,Building,m2,123.77365703210464
2025-10-19,Coat preparation,Road,L,4760.683355649335
2025-12-09,Iron mining,Railway,m3,4661.439875305198
2025-03-01,Rolling/Tractor,Road,m2,348.56549528826775
2025-02-07,Cement making,Building,m3,3.4357094010561973
2025-08-25,Cement making,Building,m3,2468.97583273572
2025-02-14,Ballast,Railway,m3,2324.3582264272204
2025-08-25,Anchorage,Railway,m2,2109.343130535263
2025-05-16,Coat preparation,Road,L,3457.765784290012
2025-12-13,Coat preparation,Road,L,4444.89810799289
2025-03-30,Cement making,Building,m3,4471.472959632083
2025-04-15,Anchorage,Railway,m2,1600.8663840444797
2025-04-02,Iron mining,Railway,m3,4131.605949679361
2025-12-25,Ballast,Railway,m3,2538.711820891435
2025-10-24,Terrain leveling,Building,m3,4643.234147936631
2025-01-11,Pavement,Road,m2,1054.3398147111227
2025-08-11,Laying steel rail,Railway,m,3833.7537274700085
2025-09-11,Removing trees,Building,m2,154.2499420502269
2025-08-28,Walling,Building,m2,3912.6963250497065
2025-05-11,Foundation pouring,Building,m3,904.6741041372175
2025-03-30,Pavement,Road,m2,1927.3909238766785
2025-05-28,Laying steel rail,Railway,m,2425.0309753242645
2025-01-12,Iron mining,Railway,m3,2663.884643068477
2025-11-28,Removing trees,Building,m2,638.7434109156497
2025-06-06,Terrain leveling,Building,m3,689.5841952945053
2025-02-09,Rolling/Tractor,Road,m2,3991.6404801768385
2025-11-30,Foundation pouring,Building,m3,3467.9385257317604
2025-03-02,Subbase application,Road,m2,1812.7029025987867
2025-01-03,Ballast,Railway,m3,1512.7509983989746
2025-09-23,Cement making,Building,m3,3707.617364813264
2025-11-17,Walling,Building,m2,703.8557953247026
2025-07-20,Subbase application,Road,m2,2148.1277422586027
2025-03-04,Laying steel rail,Railway,m,517.2754297721327
2025-12-08,Cement making,Building,m3,4727.062945112256
2025-08-24,Cement making,Building,m3,3688.820355781064
2025-11-10,Iron mining,Railway,m3,1789.582410414975
2025-08-20,Removing trees,Building,m2,1934.4940153271095
2025-03-24,Coat preparation,Road,L,4896.916175034188
2025-05-21,Coat preparation,Road,L,4795.010593400226
2025-08-11,Removing trees,Building,m2,4822.834341796962
2025-02-27,Cement making,Building,m3,3503.0659193314723
2025-08-30,Iron mining,Railway,m3,1190.3129032380589
2025-04-20,Cement making,Building,m3,2335.4524432873445
2025-12-24,Rolling/Tractor,Road,m2,1013.2757094156541
2025-08-31,Pavement,Road,m2,99.27556286923267
2025-04-12,Anchorage,Railway,m2,3074.6779486816245
2025-11-25,Coat preparation,Road,L,4900.89311355614
2025-03-26,Anchorage,Railway,m2,4428.219171841313
2025-09-26,Iron mining,Railway,m3,4893.108984745462
2025-02-07,Foundation pouring,Building,m3,3209.170121757729
2025-11-30,Iron mining,Railway,m3,4322.833826899501
2025-10-18,Terrain leveling,Building,m3,2154.5846076656426
2025-01-29,Subbase application,Road,m2,1486.9812332853012
2025-12-10,Pavement,Road,m2,4710.832461625236
2025-06-12,Terrain leveling,Building,m3,3524.7794103616857
2025-02-02,Anchorage,Railway,m2,2715.096901595286
2025-04-30,Foundation pouring,Building,m3,752.7837582324703
2025-07-11,Coat preparation,Road,L,2417.270265060101
2025-08-09,Foundation pouring,Building,m3,3204.4204380801434
2025-09-03,Ballast,Railway,m3,21.46286493094007
2025-04-15,Ballast,Railway,m3,2435.4578217042804
2025-11-29,Rolling/Tractor,Road,m2,1105.9129813318214
2025-05-14,Iron mining,Railway,m3,2563.882036629268
2025-10-22,Cement making,Building,m3,4782.102227417693
2025-03-15,Walling,Building,m2,4037.5900400084483
2025-05-29,Subbase application,Road,m2,1505.8856211894351
2025-11-27,Foundation pouring,Building,m3,4173.334591505025
2025-06-03,Walling,Building,m2,1204.8543286257996
2025-07-17,Walling,Building,m2,3039.564684711957
2025-08-08,Anchorage,Railway,m2,158.2480961327065
2025-04-03,Cement making,Building,m3,1515.179155306725
2025-04-11,Laying steel rail,Railway,m,2601.6858759783136
2025-03-05,Laying steel rail,Railway,m,3143.5971428942557
2025-02-09,Walling,Building,m2,1743.8328758787025
2025-06-16,Cement making,Building,m3,4811.6800481855125
2025-10-01,Cement making,Building,m3,112.77705709188513
2025-06-26,Cement making,Building,m3,957.5115788305544
2025-05-13,Iron mining,Railway,m3,2405.1402596933603
2025-01-03,Rolling/Tractor,Road,m2,1388.3352014040174
2025-08-11,Anchorage,Railway,m2,4221.464513826637
2025-07-08,Coat preparation,Road,L,1355.4139484822192
2025-03-08,Iron mining,Railway,m3,4839.727311333629
2025-07-20,Anchorage,Railway,m2,1068.435728180555
2025-05-03,Terrain leveling,Building,m3,4029.3695337982113
2025-10-11,Walling,Building,m2,2667.4534154571443
2025-02-04,Coat preparation,Road,L,537.2502881743984
2025-05-27,Rolling/Tractor,Road,m2,4931.183050890189
2025-12-19,Cement making,Building,m3,4402.644476071608
2025-08-27,Iron mining,Railway,m3,1859.6500992015185
2025-02-22,Subbase application,Road,m2,1470.8020060176286
2025-08-04,Removing trees,Building,m2,2196.3934942930828
2025-02-06,Subbase application,Road,m2,1085.6195650253676
2025-02-13,Coat preparation,Road,L,4967.310375797498
2025-09-13,Subbase application,Road,m2,2835.4057250950787
2025-08-30,Removing trees,Building,m2,23.235734971943643
2025-04-30,Ballast,Railway,m3,3707.2352966891176
2025-07-11,Anchorage,Railway,m2,4241.836853638068
2025-10-31,Subbase application,Road,m2,52.510406796795195
2025-06-27,Cement making,Building,m3,4628.610736684403
2025-09-20,Terrain leveling,Building,m3,1278.494460567226
2025-12-17,Anchorage,Railway,m2,760.781028394637
2025-03-16,Pavement,Road,m2,2229.0524976529628
2025-10-29,Walling,Building,m2,4342.696650861298
2025-12-21,Foundation pouring,Building,m3,4295.7752255823625
2025-09-06,Foundation pouring,Building,m3,4634.775331527192
2025-09-30,Walling,Building,m2,573.1316320060404
2025-06-18,Removing trees,Building,m2,1024.8459737692344
2025-07-02,Coat preparation,Road,L,1925.1899980226933
2025-10-24,Iron mining,Railway,m3,4422.518718181008
2025-06-07,Anchorage,Railway,m2,3925.568710833423
2025-11-25,Rolling/Tractor,Road,m2,662.437238766243
2025-05-20,Removing trees,Building,m2,1947.2846776589208
2025-06-17,Rolling/Tractor,Road,m2,2936.2827991902586
2025-12-04,Foundation pouring,Building,m3,4567.596988554262
2025-11-30,Ballast,Railway,m3,1968.4454053572535
2025-01-14,Removing trees,Building,m2,189.21814856810605
2025-12-09,Ballast,Railway,m3,3285.4392794354385
2025-08-10,Terrain leveling,Building,m3,809.6582521762274
2025-02-20,Rolling/Tractor,Road,m2,3380.410815441556
2025-08-07,Foundation pouring,Building,m3,63.16730310516383
2025-10-23,Walling,Building,m2,1764.3040885342004
2025-04-29,Iron mining,Railway,m3,3554.7562793186694
2025-03-19,Cement making,Building,m3,4044.1507568192333
2025-05-25,Foundation pouring,Building,m3,1565.0522941286404
2025-10-17,Anchorage,Railway,m2,3043.1283671699493
2025-04-05,Subbase application,Road,m2,2062.044506396105
2025-11-20,Laying steel rail,Railway,m,3139.9704536994914
2025-06-10,Cement making,Building,m3,2666.7789082056975
2025-09-02,Walling,Building,m2,3067.3573475218777
2025-09-30,Laying steel rail,Railway,m,4512.302570210652
2025-08-04,Laying steel rail,Railway,m,4277.2956424385
2025-09-18,Ballast,Railway,m3,4458.047790423856
2025-07-25,Removing trees,Building,m2,1110.3181357082349
2025-04-09,Pavement,Road,m2,1696.6813684367764
2025-11-29,Foundation pouring,Building,m3,2645.5616471271715
2025-01-10,Walling,Building,m2,4660.379557298795
2025-11-18,Cement making,Building,m3,4558.283413153486
2025-09-23,Iron mining,Railway,m3,2213.57492448591
2025-07-25,Removing trees,Building,m2,2164.86015342646
2025-05-24,Coat preparation,Road,L,2246.357462622514
2025-07-31,Pavement,Road,m2,3234.4013727163483
2025-01-01,Ballast,Railway,m3,4965.701891408259
2025-01-18,Removing trees,Building,m2,3029.255898523961
2025-07-05,Rolling/Tractor,Road,m2,3851.1918046774467
2025-01-31,Coat preparation,Road,L,4389.2669990385875
2025-12-23,Walling,Building,m2,4500.45728939348
2025-06-22,Ballast,Railway,m3,1778.851979097072
2025-05-08,Foundation pouring,Building,m3,461.56014885211704
2025-08-01,Removing trees,Building,m2,4900.952035136447
2025-10-10,Terrain leveling,Building,m3,1831.3219442514512
2025-08-05,Anchorage,Railway,m2,1373.5961575701638
2025-01-09,Coat preparation,Road,L,508.28005175085013
2025-02-12,Ballast,Railway,m3,3736.0984298054186
2025-04-11,Coat preparation,Road,L,2816.5917388847784
2025-02-07,Terrain leveling,Building,m3,2672.4829098622745
2025-12-27,Foundation pouring,Building,m3,2974.7219900570126
2025-12-23,Coat preparation,Road,L,326.2201835254297
2025-03-18,Anchorage,Railway,m2,2953.918209751409
2025-12-21,Terrain leveling,Building,m3,1246.2222951499857
2025-02-27,Laying steel rail,Railway,m,1461.9723764011383
2025-10-20,Cement making,Building,m3,3209.6452692670437
2025-11-23,Subbase application,Road,m2,1575.1257848463185
2025-07-05,Cement making,Building,m3,4569.609663842588
2025-11-07,Rolling/Tractor,Road,m2,2324.6077991395514
2025-08-25,Cement making,Building,m3,3079.572310158985
2025-02-07,Rolling/Tractor,Road,m2,4895.4994251123635
2025-04-29,Coat preparation,Road,L,4351.744000814315
